NOMBRE;NUMEROCAMISETA;POSICION;NACIONALIDAD;EDAD;NOMBREEQUIPO;PIERNAHABIL;ALTURA;GOLES;PARTIDOSJUGADOS;ASISTENCIAS;REGATES;PORTERIASACERO;PARADAS;GOLESENCAJADOS;VALORDEMERCADO
Conor Gallagher;23;CENTROCAMPISTA;Inglaterra;24;Chelsea FC;DERECHA;182;5;38;7;45;0;0;0;45.0
Raheem Sterling;7;DELANTERO;Inglaterra;30;Chelsea FC;DERECHA;170;8;35;5;60;0;0;0;30.0
Mykhailo Mudryk;10;DELANTERO;Ucrania;22;Chelsea FC;IZQUIERDA;175;3;28;2;65;0;0;0;35.0
Moisés Caicedo;25;CENTROCAMPISTA;Ecuador;23;Chelsea FC;DERECHA;178;0;35;3;20;0;0;0;70.0
Levi Colwill;26;DEFENSA;Inglaterra;21;Chelsea FC;IZQUIERDA;187;1;30;1;5;0;0;0;42.0
Noni Madueke;11;CENTROCAMPISTA;Inglaterra;22;Chelsea FC;IZQUIERDA;182;4;25;3;40;0;0;0;30.0
Christopher Nkunku;16;DELANTERO;Francia;27;Chelsea FC;DERECHA;177;3;10;2;15;0;0;0;45.0
Ben Chilwell;21;DEFENSA;Inglaterra;27;Chelsea FC;IZQUIERDA;178;0;15;3;20;0;0;0;30.0
Armando Broja;19;DELANTERO;Albania;23;Chelsea FC;DERECHA;191;1;15;0;5;0;0;0;20.0
Cole Palmer;20;CENTROCAMPISTA;Inglaterra;22;Chelsea FC;IZQUIERDA;189;15;38;10;55;0;0;0;80.0
Wesley Fofana;3;DEFENSA;Francia;23;Chelsea FC;DERECHA;190;0;5;0;1;0;0;0;30.0
Malo Gusto;27;DEFENSA;Francia;21;Chelsea FC;DERECHA;178;0;25;4;30;0;0;0;30.0
Carney Chukwuemeka;17;CENTROCAMPISTA;Inglaterra;21;Chelsea FC;DERECHA;185;1;10;1;10;0;0;0;15.0
David Raya;22;PORTERO;España;29;Arsenal FC;DERECHA;183;0;35;0;0;16;105;30;35.0
William Saliba;2;DEFENSA;Francia;23;Arsenal FC;DERECHA;192;2;38;1;5;0;0;0;80.0
Martin Ødegaard;8;CENTROCAMPISTA;Noruega;26;Arsenal FC;IZQUIERDA;178;12;38;10;50;0;0;0;90.0
Gabriel Jesus;9;DELANTERO;Brasil;27;Arsenal FC;DERECHA;175;10;30;6;40;0;0;0;60.0
Ben White;4;DEFENSA;Inglaterra;27;Arsenal FC;DERECHA;186;2;35;4;20;0;0;0;55.0
Aaron Ramsdale;1;PORTERO;Inglaterra;26;Arsenal FC;DERECHA;188;0;5;0;0;1;15;5;25.0
Gabriel Magalhães;6;DEFENSA;Brasil;27;Arsenal FC;IZQUIERDA;190;4;38;0;5;0;0;0;50.0
Declan Rice;41;CENTROCAMPISTA;Inglaterra;25;Arsenal FC;DERECHA;188;7;40;5;30;0;0;0;120.0
Bukayo Saka;7;DELANTERO;Inglaterra;23;Arsenal FC;IZQUIERDA;178;16;40;14;95;0;0;0;140.0
Gabriel Martinelli;11;DELANTERO;Brasil;23;Arsenal FC;IZQUIERDA;178;8;35;5;70;0;0;0;65.0
Kai Havertz;29;CENTROCAMPISTA;Alemania;25;Arsenal FC;IZQUIERDA;193;13;38;7;40;0;0;0;70.0
Oleksandr Zinchenko;35;DEFENSA;Ucrania;28;Arsenal FC;IZQUIERDA;175;1;25;4;30;0;0;0;40.0
Emile Smith Rowe;10;CENTROCAMPISTA;Inglaterra;24;Arsenal FC;DERECHA;180;1;15;1;15;0;0;0;20.0
Leandro Trossard;19;DELANTERO;Bélgica;30;Arsenal FC;DERECHA;172;8;30;4;35;0;0;0;30.0
Takehiro Tomiyasu;18;DEFENSA;Japón;26;Arsenal FC;DERECHA;188;0;25;2;10;0;0;0;25.0
Eddie Nketiah;14;DELANTERO;Inglaterra;25;Arsenal FC;DERECHA;175;5;20;1;10;0;0;0;25.0
Thomas Partey;5;CENTROCAMPISTA;Ghana;31;Arsenal FC;DERECHA;185;0;20;1;10;0;0;0;20.0
Kiwior;15;DEFENSA;Polonia;24;Arsenal FC;IZQUIERDA;189;0;15;0;5;0;0;0;20.0
Reiss Nelson;24;DELANTERO;Inglaterra;25;Arsenal FC;DERECHA;175;1;10;1;10;0;0;0;15.0
Jorginho;20;CENTROCAMPISTA;Italia;33;Arsenal FC;DERECHA;180;0;25;2;5;0;0;0;15.0
Guglielmo Vicario;13;PORTERO;Italia;28;Tottenham Hotspur;DERECHA;194;0;38;0;0;10;110;55;35.0
Cristian Romero;17;DEFENSA;Argentina;26;Tottenham Hotspur;DERECHA;185;3;35;0;5;0;0;0;60.0
James Maddison;10;CENTROCAMPISTA;Inglaterra;28;Tottenham Hotspur;DERECHA;175;8;30;13;55;0;0;0;70.0
Son Heung-min;7;DELANTERO;Corea del Sur;32;Tottenham Hotspur;AMBIDIESTRO;183;20;38;10;60;0;0;0;75.0
Micky van de Ven;37;DEFENSA;Países Bajos;23;Tottenham Hotspur;IZQUIERDA;193;1;30;1;15;0;0;0;50.0
Fraser Forster;20;PORTERO;Inglaterra;36;Tottenham Hotspur;DERECHA;201;0;5;0;0;1;10;5;1.0
Pedro Porro;23;DEFENSA;España;25;Tottenham Hotspur;DERECHA;173;4;35;7;40;0;0;0;40.0
Yves Bissouma;8;CENTROCAMPISTA;Mali;28;Tottenham Hotspur;DERECHA;182;0;30;2;25;0;0;0;30.0
Richarlison;9;DELANTERO;Brasil;27;Tottenham Hotspur;DERECHA;184;11;30;4;20;0;0;0;45.0
Dejan Kulusevski;21;DELANTERO;Suecia;24;Tottenham Hotspur;IZQUIERDA;186;7;38;8;50;0;0;0;50.0
Pape Matar Sarr;29;CENTROCAMPISTA;Senegal;22;Tottenham Hotspur;DERECHA;184;3;35;3;25;0;0;0;45.0
Emerson Royal;12;DEFENSA;Brasil;25;Tottenham Hotspur;DERECHA;183;1;25;2;15;0;0;0;18.0
Rodrigo Bentancur;30;CENTROCAMPISTA;Uruguay;27;Tottenham Hotspur;DERECHA;187;0;20;3;20;0;0;0;35.0
Timo Werner;16;DELANTERO;Alemania;28;Tottenham Hotspur;DERECHA;180;2;15;3;25;0;0;0;15.0
Ben Davies;33;DEFENSA;Gales;31;Tottenham Hotspur;IZQUIERDA;181;0;20;1;5;0;0;0;15.0
Brennan Johnson;22;DELANTERO;Gales;23;Tottenham Hotspur;DERECHA;186;5;30;4;35;0;0;0;40.0
Oliver Skipp;4;CENTROCAMPISTA;Inglaterra;24;Tottenham Hotspur;DERECHA;175;0;25;1;5;0;0;0;20.0
Eric Dier;15;DEFENSA;Inglaterra;30;Tottenham Hotspur;DERECHA;188;0;10;0;2;0;0;0;10.0
Giovanni Lo Celso;18;CENTROCAMPISTA;Argentina;28;Tottenham Hotspur;IZQUIERDA;177;1;15;2;15;0;0;0;15.0
Pierre-Emile Højbjerg;5;CENTROCAMPISTA;Dinamarca;29;Tottenham Hotspur;DERECHA;185;0;35;1;10;0;0;0;25.0
Nick Pope;1;PORTERO;Inglaterra;32;Newcastle United;DERECHA;191;0;25;0;0;10;80;30;25.0
Kieran Trippier;2;DEFENSA;Inglaterra;34;Newcastle United;DERECHA;178;1;35;10;30;0;0;0;10.0
Bruno Guimarães;39;CENTROCAMPISTA;Brasil;27;Newcastle United;DERECHA;182;7;38;8;45;0;0;0;85.0
Alexander Isak;14;DELANTERO;Suecia;25;Newcastle United;DERECHA;192;20;30;2;20;0;0;0;75.0
Sven Botman;4;DEFENSA;Países Bajos;24;Newcastle United;IZQUIERDA;193;2;30;0;5;0;0;0;45.0
Martin Dúbravka;18;PORTERO;Eslovaquia;35;Newcastle United;DERECHA;190;0;15;0;0;3;40;25;1.5
Fabian Schär;5;DEFENSA;Suiza;33;Newcastle United;DERECHA;188;3;35;1;10;0;0;0;12.0
Joelinton;7;CENTROCAMPISTA;Brasil;28;Newcastle United;IZQUIERDA;186;3;25;4;30;0;0;0;42.0
Callum Wilson;9;DELANTERO;Inglaterra;32;Newcastle United;DERECHA;183;10;25;1;10;0;0;0;15.0
Anthony Gordon;10;DELANTERO;Inglaterra;23;Newcastle United;DERECHA;183;11;38;10;60;0;0;0;50.0
Sean Longstaff;36;CENTROCAMPISTA;Inglaterra;27;Newcastle United;DERECHA;180;1;35;3;10;0;0;0;25.0
Dan Burn;33;DEFENSA;Inglaterra;32;Newcastle United;IZQUIERDA;198;0;30;1;5;0;0;0;8.0
Sandro Tonali;8;CENTROCAMPISTA;Italia;24;Newcastle United;DERECHA;181;0;5;0;2;0;0;0;40.0
Harvey Barnes;15;DELANTERO;Inglaterra;27;Newcastle United;DERECHA;173;4;20;3;30;0;0;0;30.0
Jamaal Lascelles;6;DEFENSA;Inglaterra;31;Newcastle United;DERECHA;188;1;15;0;3;0;0;0;8.0
Jacob Murphy;23;DELANTERO;Inglaterra;29;Newcastle United;DERECHA;180;2;25;4;30;0;0;0;12.0
Miguel Almirón;24;CENTROCAMPISTA;Paraguay;30;Newcastle United;IZQUIERDA;174;3;35;1;35;0;0;0;20.0
Matt Targett;13;DEFENSA;Inglaterra;29;Newcastle United;IZQUIERDA;183;0;10;1;5;0;0;0;10.0
Joe Willock;28;CENTROCAMPISTA;Inglaterra;25;Newcastle United;DERECHA;186;2;20;2;15;0;0;0;28.0
Lewis Miley;67;CENTROCAMPISTA;Inglaterra;18;Newcastle United;DERECHA;185;1;25;2;15;0;0;0;25.0
Emiliano Martínez;1;PORTERO;Argentina;32;Aston Villa;IZQUIERDA;195;0;38;0;0;15;105;40;28.0
Ezri Konsa;4;DEFENSA;Inglaterra;27;Aston Villa;DERECHA;183;1;38;1;5;0;0;0;35.0
Douglas Luiz;6;CENTROCAMPISTA;Brasil;26;Aston Villa;DERECHA;175;9;40;8;30;0;0;0;70.0
Ollie Watkins;11;DELANTERO;Inglaterra;28;Aston Villa;DERECHA;181;25;38;13;20;0;0;0;65.0
Pau Torres;14;DEFENSA;España;27;Aston Villa;IZQUIERDA;191;2;30;3;10;0;0;0;45.0
Robin Olsen;25;PORTERO;Suecia;34;Aston Villa;DERECHA;198;0;5;0;0;1;10;5;1.0
Matty Cash;2;DEFENSA;Polonia;27;Aston Villa;DERECHA;180;2;35;3;25;0;0;0;28.0
John McGinn;7;CENTROCAMPISTA;Escocia;30;Aston Villa;IZQUIERDA;178;5;40;7;35;0;0;0;30.0
Leon Bailey;31;DELANTERO;Jamaica;27;Aston Villa;IZQUIERDA;181;10;35;9;65;0;0;0;45.0
Moussa Diaby;19;DELANTERO;Francia;25;Aston Villa;IZQUIERDA;170;6;35;8;75;0;0;0;55.0
Youri Tielemans;8;CENTROCAMPISTA;Bélgica;27;Aston Villa;DERECHA;176;2;30;3;20;0;0;0;25.0
Diego Carlos;5;DEFENSA;Brasil;31;Aston Villa;DERECHA;186;0;25;0;5;0;0;0;15.0
Jacob Ramsey;41;CENTROCAMPISTA;Inglaterra;23;Aston Villa;DERECHA;180;1;20;1;15;0;0;0;35.0
Nicolo Zaniolo;22;DELANTERO;Italia;25;Aston Villa;IZQUIERDA;190;2;25;0;20;0;0;0;20.0
Lucas Digne;27;DEFENSA;Francia;31;Aston Villa;IZQUIERDA;178;1;30;4;25;0;0;0;12.0
Jhon Durán;24;DELANTERO;Colombia;21;Aston Villa;DERECHA;188;5;25;1;10;0;0;0;20.0
Boubacar Kamara;44;CENTROCAMPISTA;Francia;25;Aston Villa;DERECHA;183;0;20;1;5;0;0;0;25.0
Tyrone Mings;5;DEFENSA;Inglaterra;31;Aston Villa;IZQUIERDA;195;0;10;0;2;0;0;0;20.0
Philippe Coutinho;23;CENTROCAMPISTA;Brasil;32;Aston Villa;DERECHA;172;0;5;0;5;0;0;0;5.0
Álex Moreno;15;DEFENSA;España;31;Aston Villa;IZQUIERDA;179;1;20;3;20;0;0;0;15.0
Bart Verbruggen;23;PORTERO;Países Bajos;22;Brighton & Hove Albion;DERECHA;194;0;30;0;0;7;90;45;15.0
Lewis Dunk;5;DEFENSA;Inglaterra;33;Brighton & Hove Albion;IZQUIERDA;192;3;35;2;5;0;0;0;15.0
Pascal Gross;13;CENTROCAMPISTA;Alemania;33;Brighton & Hove Albion;DERECHA;181;6;38;10;30;0;0;0;8.0
Evan Ferguson;28;DELANTERO;Irlanda;20;Brighton & Hove Albion;DERECHA;188;12;30;4;10;0;0;0;60.0
Pervis Estupiñán;30;DEFENSA;Ecuador;26;Brighton & Hove Albion;IZQUIERDA;175;1;30;5;35;0;0;0;35.0
Jason Steele;23;PORTERO;Inglaterra;34;Brighton & Hove Albion;DERECHA;186;0;10;0;0;2;25;10;1.0
Joël Veltman;34;DEFENSA;Países Bajos;33;Brighton & Hove Albion;DERECHA;183;0;30;1;5;0;0;0;4.0
Billy Gilmour;11;CENTROCAMPISTA;Escocia;23;Brighton & Hove Albion;DERECHA;170;0;25;1;10;0;0;0;18.0
Simon Adingra;24;DELANTERO;Costa de Marfil;22;Brighton & Hove Albion;DERECHA;175;5;30;4;50;0;0;0;30.0
Danny Welbeck;18;DELANTERO;Inglaterra;34;Brighton & Hove Albion;DERECHA;185;3;20;2;10;0;0;0;3.0
Mahmoud Dahoud;8;CENTROCAMPISTA;Alemania;28;Brighton & Hove Albion;DERECHA;177;1;20;2;15;0;0;0;10.0
Adam Webster;4;DEFENSA;Inglaterra;29;Brighton & Hove Albion;DERECHA;191;1;25;0;3;0;0;0;18.0
Solly March;7;CENTROCAMPISTA;Inglaterra;30;Brighton & Hove Albion;IZQUIERDA;180;2;15;3;20;0;0;0;15.0
Ansu Fati;10;DELANTERO;España;22;Brighton & Hove Albion;DERECHA;176;3;18;1;30;0;0;0;25.0
Tariq Lamptey;2;DEFENSA;Ghana;24;Brighton & Hove Albion;DERECHA;164;0;20;2;30;0;0;0;12.0
Facundo Buonanotte;20;DELANTERO;Argentina;19;Brighton & Hove Albion;DERECHA;174;2;25;2;25;0;0;0;18.0
James Milner;26;CENTROCAMPISTA;Inglaterra;38;Brighton & Hove Albion;DERECHA;175;0;15;1;5;0;0;0;1.0
Igor Julio;29;DEFENSA;Brasil;26;Brighton & Hove Albion;IZQUIERDA;185;0;25;0;5;0;0;0;15.0
Karou Mitoma;22;DELANTERO;Japón;27;Brighton & Hove Albion;DERECHA;178;3;20;4;40;0;0;0;30.0
Carlos Baleba;41;CENTROCAMPISTA;Camerún;20;Brighton & Hove Albion;DERECHA;185;0;20;1;10;0;0;0;15.0
Łukasz Fabiański;1;PORTERO;Polonia;39;West Ham United;DERECHA;190;0;10;0;0;2;20;15;0.8
Kurt Zouma;4;DEFENSA;Francia;30;West Ham United;DERECHA;190;1;30;0;3;0;0;0;12.0
Lucas Paquetá;10;CENTROCAMPISTA;Brasil;27;West Ham United;DERECHA;180;8;38;8;60;0;0;0;60.0
Jarrod Bowen;20;DELANTERO;Inglaterra;28;West Ham United;DERECHA;175;16;38;7;50;0;0;0;60.0
Vladimír Coufal;5;DEFENSA;República Checa;32;West Ham United;DERECHA;179;0;35;5;20;0;0;0;6.0
Alphonse Areola;23;PORTERO;Francia;31;West Ham United;DERECHA;190;0;30;0;0;8;90;40;15.0
Nayef Aguerd;27;DEFENSA;Marruecos;28;West Ham United;IZQUIERDA;188;2;25;0;5;0;0;0;30.0
Edson Álvarez;19;CENTROCAMPISTA;México;27;West Ham United;DERECHA;187;1;35;1;10;0;0;0;35.0
Michail Antonio;9;DELANTERO;Jamaica;34;West Ham United;DERECHA;180;6;25;4;20;0;0;0;5.0
Mohammed Kudus;14;DELANTERO;Ghana;24;West Ham United;IZQUIERDA;177;10;35;6;70;0;0;0;50.0
Tomáš Souček;28;CENTROCAMPISTA;República Checa;29;West Ham United;DERECHA;192;8;38;2;5;0;0;0;35.0
Aaron Cresswell;3;DEFENSA;Inglaterra;34;West Ham United;IZQUIERDA;170;0;15;2;5;0;0;0;1.5
James Ward-Prowse;7;CENTROCAMPISTA;Inglaterra;30;West Ham United;DERECHA;178;5;38;12;25;0;0;0;30.0
Danny Ings;18;DELANTERO;Inglaterra;32;West Ham United;DERECHA;178;3;15;1;5;0;0;0;5.0
Konstantinos Mavropanos;15;DEFENSA;Grecia;27;West Ham United;DERECHA;194;1;20;0;3;0;0;0;15.0
Maxwel Cornet;17;DELANTERO;Costa de Marfil;28;West Ham United;IZQUIERDA;179;1;15;1;15;0;0;0;10.0
Pablo Fornals;8;CENTROCAMPISTA;España;28;West Ham United;DERECHA;178;1;20;3;20;0;0;0;15.0
Thilo Kehrer;24;DEFENSA;Alemania;28;West Ham United;DERECHA;186;0;25;1;5;0;0;0;15.0
Ben Johnson;2;DEFENSA;Inglaterra;24;West Ham United;DERECHA;187;0;15;1;5;0;0;0;10.0
Divin Mubama;33;DELANTERO;Inglaterra;20;West Ham United;DERECHA;185;1;10;0;3;0;0;0;5.0
Anthony Patterson;20;PORTERO;Inglaterra;24;Sunderland AFC;DERECHA;192;0;46;0;0;18;130;45;6.0
Luke O'Nien;13;DEFENSA;Inglaterra;30;Sunderland AFC;DERECHA;180;2;40;1;5;0;0;0;1.5
Dan Neil;24;CENTROCAMPISTA;Inglaterra;23;Sunderland AFC;DERECHA;180;4;45;7;30;0;0;0;8.0
Jack Clarke;7;DELANTERO;Inglaterra;24;Sunderland AFC;IZQUIERDA;185;15;46;8;80;0;0;0;20.0
Daniel Ballard;5;DEFENSA;Irlanda del Norte;25;Sunderland AFC;DERECHA;186;1;35;0;3;0;0;0;2.5
Nathan Bishop;1;PORTERO;Inglaterra;25;Sunderland AFC;DERECHA;188;0;5;0;0;1;15;5;0.5
Trai Hume;28;DEFENSA;Irlanda del Norte;22;Sunderland AFC;DERECHA;179;0;40;3;15;0;0;0;3.0
Pierre Ekwah;39;CENTROCAMPISTA;Francia;22;Sunderland AFC;DERECHA;190;1;30;1;10;0;0;0;3.0
Nazariy Rusyn;9;DELANTERO;Ucrania;26;Sunderland AFC;DERECHA;178;3;20;1;5;0;0;0;2.0
Jobe Bellingham;14;CENTROCAMPISTA;Inglaterra;19;Sunderland AFC;DERECHA;191;7;40;1;20;0;0;0;12.0
Abdoullah Ba;23;CENTROCAMPISTA;Francia;21;Sunderland AFC;DERECHA;184;2;35;3;25;0;0;0;4.0
Aji Alese;17;DEFENSA;Inglaterra;23;Sunderland AFC;IZQUIERDA;185;0;20;0;3;0;0;0;1.0
Patrick Roberts;8;DELANTERO;Inglaterra;27;Sunderland AFC;DERECHA;167;4;30;4;35;0;0;0;3.0
Eliezer Mayenda;16;DELANTERO;España;19;Sunderland AFC;DERECHA;185;1;10;0;3;0;0;0;1.5
Dennis Cirkin;3;DEFENSA;Inglaterra;22;Sunderland AFC;IZQUIERDA;180;1;25;2;15;0;0;0;2.5
Luis Hemir;18;DELANTERO;Portugal;23;Sunderland AFC;DERECHA;190;2;15;0;5;0;0;0;1.0
Jay Matete;42;CENTROCAMPISTA;Inglaterra;23;Sunderland AFC;DERECHA;185;0;10;0;3;0;0;0;1.0
Niall Huggins;11;DEFENSA;Gales;23;Sunderland AFC;IZQUIERDA;178;0;15;1;5;0;0;0;1.5
Bradley Dack;10;DELANTERO;Inglaterra;31;Sunderland AFC;DERECHA;174;1;10;1;5;0;0;0;0.8
Chris Rigg;40;CENTROCAMPISTA;Inglaterra;17;Sunderland AFC;DERECHA;175;0;5;0;2;0;0;0;1.0
Jordan Pickford;1;PORTERO;Inglaterra;30;Everton FC;DERECHA;185;0;38;0;0;12;115;50;25.0
Jarrad Branthwaite;6;DEFENSA;Inglaterra;22;Everton FC;IZQUIERDA;195;3;38;1;5;0;0;0;35.0
Abdoulaye Doucouré;16;CENTROCAMPISTA;Mali;31;Everton FC;DERECHA;184;6;35;2;15;0;0;0;15.0
Dominic Calvert-Lewin;9;DELANTERO;Inglaterra;27;Everton FC;DERECHA;187;8;32;2;10;0;0;0;25.0
Vitaliy Mykolenko;19;DEFENSA;Ucrania;25;Everton FC;IZQUIERDA;180;2;35;2;20;0;0;0;20.0
João Virgínia;12;PORTERO;Portugal;25;Everton FC;DERECHA;190;0;5;0;0;1;10;5;1.0
James Tarkowski;5;DEFENSA;Inglaterra;32;Everton FC;DERECHA;185;1;38;0;3;0;0;0;12.0
Idrissa Gueye;27;CENTROCAMPISTA;Senegal;35;Everton FC;DERECHA;174;0;30;1;5;0;0;0;5.0
Dwight McNeil;7;DELANTERO;Inglaterra;25;Everton FC;IZQUIERDA;183;3;35;6;40;0;0;0;20.0
Beto;14;DELANTERO;Portugal;26;Everton FC;DERECHA;194;3;25;1;5;0;0;0;15.0
Amadou Onana;8;CENTROCAMPISTA;Bélgica;23;Everton FC;DERECHA;195;0;35;2;15;0;0;0;50.0
Ashley Young;18;DEFENSA;Inglaterra;39;Everton FC;DERECHA;175;0;15;2;10;0;0;0;0.5
André Gomes;21;CENTROCAMPISTA;Portugal;31;Everton FC;DERECHA;183;0;10;1;5;0;0;0;5.0
Arnaut Danjuma;10;DELANTERO;Países Bajos;27;Everton FC;DERECHA;178;1;15;1;15;0;0;0;12.0
Séamus Coleman;23;DEFENSA;Irlanda;36;Everton FC;DERECHA;178;0;15;1;5;0;0;0;1.5
Jack Harrison;11;DELANTERO;Inglaterra;28;Everton FC;IZQUIERDA;175;3;30;4;35;0;0;0;20.0
Dele Alli;20;CENTROCAMPISTA;Inglaterra;28;Everton FC;DERECHA;185;0;5;0;2;0;0;0;5.0
Ben Godfrey;2;DEFENSA;Inglaterra;26;Everton FC;DERECHA;182;0;15;0;5;0;0;0;12.0
Youssef Chermiti;28;DELANTERO;Portugal;20;Everton FC;DERECHA;192;1;10;0;3;0;0;0;5.0
Nathan Patterson;3;DEFENSA;Escocia;23;Everton FC;DERECHA;181;0;20;2;10;0;0;0;10.0
José Sá;1;PORTERO;Portugal;31;Wolverhampton Wanderers;DERECHA;192;0;38;0;0;10;110;55;20.0
Max Kilman;23;DEFENSA;Inglaterra;27;Wolverhampton Wanderers;IZQUIERDA;194;0;38;0;5;0;0;0;35.0
João Gomes;8;CENTROCAMPISTA;Brasil;23;Wolverhampton Wanderers;DERECHA;175;2;35;1;15;0;0;0;28.0
Hwang Hee-chan;11;DELANTERO;Corea del Sur;28;Wolverhampton Wanderers;DERECHA;177;12;30;4;30;0;0;0;25.0
Craig Dawson;15;DEFENSA;Inglaterra;34;Wolverhampton Wanderers;DERECHA;188;1;30;0;3;0;0;0;3.0
Dan Bentley;25;PORTERO;Inglaterra;31;Wolverhampton Wanderers;DERECHA;190;0;5;0;0;1;15;5;1.0
Nélson Semedo;2;DEFENSA;Portugal;31;Wolverhampton Wanderers;DERECHA;177;0;35;4;30;0;0;0;18.0
Mario Lemina;5;CENTROCAMPISTA;Gabón;31;Wolverhampton Wanderers;DERECHA;174;1;30;1;10;0;0;0;15.0
Matheus Cunha;12;DELANTERO;Brasil;25;Wolverhampton Wanderers;DERECHA;184;11;30;7;50;0;0;0;40.0
Pablo Sarabia;21;DELANTERO;España;32;Wolverhampton Wanderers;IZQUIERDA;168;4;25;3;25;0;0;0;10.0
Rayan Aït-Nouri;3;DEFENSA;Argelia;23;Wolverhampton Wanderers;IZQUIERDA;178;2;30;3;40;0;0;0;30.0
Boubacar Traoré;6;CENTROCAMPISTA;Mali;23;Wolverhampton Wanderers;DERECHA;178;0;20;1;5;0;0;0;8.0
Tommy Doyle;20;CENTROCAMPISTA;Inglaterra;23;Wolverhampton Wanderers;DERECHA;175;1;25;3;15;0;0;0;10.0
Sasa Kalajdzic;9;DELANTERO;Austria;27;Wolverhampton Wanderers;DERECHA;200;1;5;0;1;0;0;0;10.0
Santiago Bueno;4;DEFENSA;Uruguay;26;Wolverhampton Wanderers;DERECHA;185;0;25;0;3;0;0;0;10.0
Fábio Silva;21;DELANTERO;Portugal;22;Wolverhampton Wanderers;DERECHA;185;2;15;1;5;0;0;0;15.0
Jean-Ricner Bellegarde;27;CENTROCAMPISTA;Francia;26;Wolverhampton Wanderers;DERECHA;170;0;20;2;20;0;0;0;10.0
Hugo Bueno;17;DEFENSA;España;22;Wolverhampton Wanderers;IZQUIERDA;180;0;15;1;10;0;0;0;8.0
Pedro Neto;7;DELANTERO;Portugal;24;Wolverhampton Wanderers;IZQUIERDA;177;2;20;8;60;0;0;0;42.0
Matt Doherty;2;DEFENSA;Irlanda;32;Wolverhampton Wanderers;DERECHA;182;0;15;1;5;0;0;0;4.0
Bernd Leno;17;PORTERO;Alemania;32;Fulham FC;DERECHA;190;0;38;0;0;10;115;55;12.0
Tim Ream;13;DEFENSA;EE. UU.;37;Fulham FC;IZQUIERDA;185;0;30;0;3;0;0;0;1.0
João Palhinha;26;CENTROCAMPISTA;Portugal;29;Fulham FC;DERECHA;190;4;35;1;10;0;0;0;50.0
Raúl Jiménez;7;DELANTERO;México;33;Fulham FC;DERECHA;190;5;25;2;5;0;0;0;5.0
Antonee Robinson;3;DEFENSA;EE. UU.;27;Fulham FC;IZQUIERDA;178;1;38;6;40;0;0;0;20.0
Marek Rodák;1;PORTERO;Eslovaquia;27;Fulham FC;DERECHA;192;0;5;0;0;1;15;5;1.0
Tosin Adarabioyo;4;DEFENSA;Inglaterra;27;Fulham FC;DERECHA;196;1;25;0;3;0;0;0;15.0
Tom Cairney;10;CENTROCAMPISTA;Escocia;33;Fulham FC;DERECHA;183;1;25;3;15;0;0;0;4.0
Bobby Decordova-Reid;14;DELANTERO;Jamaica;31;Fulham FC;DERECHA;175;5;35;3;30;0;0;0;8.0
Harry Wilson;8;DELANTERO;Gales;27;Fulham FC;IZQUIERDA;173;3;25;4;30;0;0;0;15.0
Andreas Pereira;18;CENTROCAMPISTA;Brasil;28;Fulham FC;DERECHA;178;3;38;7;45;0;0;0;20.0
Calvin Bassey;3;DEFENSA;Nigeria;25;Fulham FC;IZQUIERDA;185;0;30;0;5;0;0;0;20.0
Harrison Reed;6;CENTROCAMPISTA;Inglaterra;29;Fulham FC;DERECHA;173;0;35;1;5;0;0;0;12.0
Carlos Vinícius;11;DELANTERO;Brasil;29;Fulham FC;DERECHA;190;2;15;0;3;0;0;0;5.0
Issa Diop;4;DEFENSA;Francia;27;Fulham FC;DERECHA;194;1;20;0;3;0;0;0;10.0
Rodrigo Muniz;19;DELANTERO;Brasil;23;Fulham FC;DERECHA;181;5;20;1;10;0;0;0;8.0
Saša Lukić;28;CENTROCAMPISTA;Serbia;28;Fulham FC;DERECHA;183;0;25;1;5;0;0;0;10.0
Kenny Tete;2;DEFENSA;Países Bajos;29;Fulham FC;DERECHA;180;0;20;2;15;0;0;0;12.0
Willian;20;DELANTERO;Brasil;36;Fulham FC;DERECHA;175;4;30;3;35;0;0;0;3.0
Luciano Vietto;9;DELANTERO;Argentina;30;Fulham FC;DERECHA;173;1;10;0;5;0;0;0;3.0
Mark Flekken;1;PORTERO;Países Bajos;31;Brentford FC;DERECHA;192;0;38;0;0;10;110;50;15.0
Ethan Pinnock;5;DEFENSA;Jamaica;31;Brentford FC;IZQUIERDA;190;2;35;1;5;0;0;0;12.0
Christian Nørgaard;6;CENTROCAMPISTA;Dinamarca;30;Brentford FC;DERECHA;185;2;38;3;10;0;0;0;20.0
Bryan Mbeumo;19;DELANTERO;Camerún;25;Brentford FC;DERECHA;171;10;35;7;55;0;0;0;40.0
Rico Henry;3;DEFENSA;Inglaterra;27;Brentford FC;IZQUIERDA;173;0;20;2;25;0;0;0;20.0
Thomas Strakosha;21;PORTERO;Albania;29;Brentford FC;DERECHA;189;0;5;0;0;1;15;5;5.0
Kristoffer Ajer;20;DEFENSA;Noruega;26;Brentford FC;DERECHA;196;1;30;0;3;0;0;0;15.0
Mathias Jensen;8;CENTROCAMPISTA;Dinamarca;28;Brentford FC;DERECHA;180;3;35;6;30;0;0;0;20.0
Neal Maupay;17;DELANTERO;Francia;28;Brentford FC;DERECHA;171;6;30;2;15;0;0;0;12.0
